"";"statistic";"signif.level";"dif.com.obs.dif";"dif.com.critical.dif";"dif.com.difference"
"BeT_200_60200_1.0_clientserver-BeT_50_15050_0.9_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;63,05;83,7271488159369;FALSE
"BeT_200_60200_1.0_clientserver-BeT_50_15050_1.0_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;44,85;83,7271488159369;FALSE
"BeT_200_60200_1.0_clientserver-BeT_50_45050_0.9_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;26,3;83,7271488159369;FALSE
"BeT_200_60200_1.0_clientserver-BeT_50_45050_1.0_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;19,35;83,7271488159369;FALSE
"BeT_200_60200_1.0_clientserver-BeT_50_5050_0.9_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;92,05;83,7271488159369;TRUE
"BeT_200_60200_1.0_clientserver-BeT_50_5050_1.0_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;94,1;83,7271488159369;TRUE
"BeT_50_15050_0.9_clientserver-BeT_50_15050_1.0_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;18,2;83,7271488159369;FALSE
"BeT_50_15050_0.9_clientserver-BeT_50_45050_0.9_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;36,75;83,7271488159369;FALSE
"BeT_50_15050_0.9_clientserver-BeT_50_45050_1.0_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;43,7;83,7271488159369;FALSE
"BeT_50_15050_0.9_clientserver-BeT_50_5050_0.9_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;29;83,7271488159369;FALSE
"BeT_50_15050_0.9_clientserver-BeT_50_5050_1.0_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;31,05;83,7271488159369;FALSE
"BeT_50_15050_1.0_clientserver-BeT_50_45050_0.9_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;18,55;83,7271488159369;FALSE
"BeT_50_15050_1.0_clientserver-BeT_50_45050_1.0_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;25,5;83,7271488159369;FALSE
"BeT_50_15050_1.0_clientserver-BeT_50_5050_0.9_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;47,2;83,7271488159369;FALSE
"BeT_50_15050_1.0_clientserver-BeT_50_5050_1.0_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;49,25;83,7271488159369;FALSE
"BeT_50_45050_0.9_clientserver-BeT_50_45050_1.0_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;6,95;83,7271488159369;FALSE
"BeT_50_45050_0.9_clientserver-BeT_50_5050_0.9_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;65,75;83,7271488159369;FALSE
"BeT_50_45050_0.9_clientserver-BeT_50_5050_1.0_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;67,8;83,7271488159369;FALSE
"BeT_50_45050_1.0_clientserver-BeT_50_5050_0.9_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;72,7;83,7271488159369;FALSE
"BeT_50_45050_1.0_clientserver-BeT_50_5050_1.0_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;74,75;83,7271488159369;FALSE
"BeT_50_5050_0.9_clientserver-BeT_50_5050_1.0_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;2,05;83,7271488159369;FALSE
