"";"statistic";"signif.level";"dif.com.obs.dif";"dif.com.critical.dif";"dif.com.difference"
"BeT_50_15050_0.9_layer-BeT_50_5050_0.9_layer";"Multiple comparison test after Kruskal-Wallis";0,05;43,3;83,7271488159369;FALSE
"BeT_50_15050_0.9_layer-BeT_50_5050_1.0_layer";"Multiple comparison test after Kruskal-Wallis";0,05;42,8;83,7271488159369;FALSE
"BeT_50_15050_1.0_layer-BeT_50_45050_0.9_layer";"Multiple comparison test after Kruskal-Wallis";0,05;26,05;83,7271488159369;FALSE
"BeT_50_15050_1.0_layer-BeT_50_45050_1.0_layer";"Multiple comparison test after Kruskal-Wallis";0,05;46,4;83,7271488159369;FALSE
"BeT_50_15050_1.0_layer-BeT_50_5050_0.9_layer";"Multiple comparison test after Kruskal-Wallis";0,05;44,1;83,7271488159369;FALSE
"BeT_50_15050_1.0_layer-BeT_50_5050_1.0_layer";"Multiple comparison test after Kruskal-Wallis";0,05;43,6;83,7271488159369;FALSE
"BeT_50_45050_0.9_layer-BeT_50_45050_1.0_layer";"Multiple comparison test after Kruskal-Wallis";0,05;20,35;83,7271488159369;FALSE
"BeT_50_45050_0.9_layer-BeT_50_5050_0.9_layer";"Multiple comparison test after Kruskal-Wallis";0,05;70,15;83,7271488159369;FALSE
"BeT_50_45050_0.9_layer-BeT_50_5050_1.0_layer";"Multiple comparison test after Kruskal-Wallis";0,05;69,65;83,7271488159369;FALSE
"BeT_50_45050_1.0_layer-BeT_50_5050_0.9_layer";"Multiple comparison test after Kruskal-Wallis";0,05;90,5;83,7271488159369;TRUE
"BeT_50_45050_1.0_layer-BeT_50_5050_1.0_layer";"Multiple comparison test after Kruskal-Wallis";0,05;90;83,7271488159369;TRUE
"BeT_50_5050_0.9_layer-BeT_50_5050_1.0_layer";"Multiple comparison test after Kruskal-Wallis";0,05;0,5;83,7271488159369;FALSE
